Country Name,Country Code,Indicator Code,Indicator Name,Date,value,continent
Latin America & Caribbean,LCN,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1969,25.8337729516694,
Latin America & Caribbean,LCN,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,576.029859342433,
Latin America & Caribbean,LCN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1969,62.3786828574107,
Latin America & Caribbean,LCN,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1969,57.7422410476824,
Latin America & Caribbean,LCN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1969,59.9948287594769,
Latin America & Caribbean,LCN,SP.POP.TOTL,"Population, total",1969,278898334.0,
Middle East & North Africa,MEA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1969,113246.06328294,
Middle East & North Africa,MEA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1969,15.6888323958604,
Middle East & North Africa,MEA,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,364.984112523951,
Middle East & North Africa,MEA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1969,53.1346363002707,
Middle East & North Africa,MEA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1969,51.2002179999149,
Middle East & North Africa,MEA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1969,52.1478728773183,
Middle East & North Africa,MEA,SP.POP.TOTL,"Population, total",1969,134704201.0,
North America,NAC,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1969,2.43201262434849,
North America,NAC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1969,1964961.95,
North America,NAC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1969,45.5335382036188,
North America,NAC,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1969,66.4821198359086,
North America,NAC,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,4912.48759451772,
North America,NAC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1969,74.5489960679606,
North America,NAC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1969,67.0253586565525,
North America,NAC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1969,70.6947644224401,
North America,NAC,SP.POP.TOTL,"Population, total",1969,223759000.0,
South Asia,SAS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1969,73680.4246447596,
South Asia,SAS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1969,12.0581862551178,
South Asia,SAS,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,113.508382924177,
South Asia,SAS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1969,46.9674458060123,
South Asia,SAS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1969,48.0731934122128,
South Asia,SAS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1969,47.5289984237618,
South Asia,SAS,SP.POP.TOTL,"Population, total",1969,697706091.0,
Sub-Saharan Africa,SSF,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1969,58882.9256113982,
Sub-Saharan Africa,SSF,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1969,6.74584692918133,
Sub-Saharan Africa,SSF,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,202.772551679692,
Sub-Saharan Africa,SSF,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1969,45.5558484427648,
Sub-Saharan Africa,SSF,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1969,42.6807782324821,
Sub-Saharan Africa,SSF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1969,44.0953207753135,
Sub-Saharan Africa,SSF,SP.POP.TOTL,"Population, total",1969,283080501.0,
Africa Eastern and Southern,AFE,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,46891.9695553418,
Africa Eastern and Southern,AFE,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,17.0287270526528,
Africa Eastern and Southern,AFE,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,263.499037287835,
Africa Eastern and Southern,AFE,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,48.3235265974931,
Africa Eastern and Southern,AFE,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,45.1777913512403,
Africa Eastern and Southern,AFE,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,46.7287965127791,
Africa Eastern and Southern,AFE,SP.POP.TOTL,"Population, total",1970,170257189.0,
Africa Western and Central,AFW,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,19306.755,
Africa Western and Central,AFW,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,1.23944611361031,
Africa Western and Central,AFW,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,195.433543777431,
Africa Western and Central,AFW,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,42.6324483156981,
Africa Western and Central,AFW,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,40.1452065877452,
Africa Western and Central,AFW,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,41.3651166262866,
Africa Western and Central,AFW,SP.POP.TOTL,"Population, total",1970,120269044.0,
Arab World,ARB,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,82201.3285274477,
Arab World,ARB,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,354.311149412643,
Arab World,ARB,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,53.4991636162175,
Arab World,ARB,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,51.0649848104569,
Arab World,ARB,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,52.2642109204017,
Arab World,ARB,SP.POP.TOTL,"Population, total",1970,121785630.0,
Arab World,ARB,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,5.96426010131836,
Caribbean small states,CSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,14590.993,
Caribbean small states,CSS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,87.743628185907,
Caribbean small states,CSS,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,755.144559357859,
Caribbean small states,CSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,67.5926535346563,
Caribbean small states,CSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,63.7227798182485,
Caribbean small states,CSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,65.6488153705236,
Caribbean small states,CSS,SP.POP.TOTL,"Population, total",1970,4893444.0,
Caribbean small states,CSS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,4.5639500617981,
Central Europe and the Baltics,CEB,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1970,0.158010125203905,
Central Europe and the Baltics,CEB,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,164427.787772578,
Central Europe and the Baltics,CEB,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,72.5922997931179,
Central Europe and the Baltics,CEB,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,66.4667016820414,
Central Europe and the Baltics,CEB,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,69.4469550552236,
Central Europe and the Baltics,CEB,SP.POP.TOTL,"Population, total",1970,99134548.0,
Central Europe and the Baltics,CEB,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,12.8329801559448,
East Asia & Pacific,EAS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1970,3.34796585702467,
East Asia & Pacific,EAS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,855456.130323006,
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,317.061517892287,
East Asia & Pacific,EAS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,61.9244695430846,
East Asia & Pacific,EAS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,57.6462823023879,
East Asia & Pacific,EAS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,59.7309296892469,
East Asia & Pacific,EAS,SP.POP.TOTL,"Population, total",1970,1289442011.0,
East Asia & Pacific,EAS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,3.09633994102478,
Europe & Central Asia,ECS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1970,3.61946714390941,
Europe & Central Asia,ECS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,2951112.03352388,
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,1381.8783267107,
Europe & Central Asia,ECS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,72.6205435331321,
Europe & Central Asia,ECS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,65.5104612768162,
Europe & Central Asia,ECS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,68.9690839787938,
Europe & Central Asia,ECS,SP.POP.TOTL,"Population, total",1970,737524825.0,
Europe & Central Asia,ECS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,24.7585296630859,
European Union,EUU,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1970,2.87504509696602,
European Union,EUU,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1970,37.5336197051901,
European Union,EUU,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,186.63711794999,
European Union,EUU,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,1879.07857716523,
European Union,EUU,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,74.0071147585737,
European Union,EUU,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,67.8655038557398,
European Union,EUU,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,70.8582595093845,
European Union,EUU,SP.POP.TOTL,"Population, total",1970,386322917.0,
European Union,EUU,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,17.3373699188232,
Latin America & Caribbean,LCN,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,359419.263770753,
Latin America & Caribbean,LCN,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,29.6270710849813,
Latin America & Caribbean,LCN,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,612.960306653545,
Latin America & Caribbean,LCN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,62.8583038136395,
Latin America & Caribbean,LCN,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,58.1454384458939,
Latin America & Caribbean,LCN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,60.4354475961853,
Latin America & Caribbean,LCN,SP.POP.TOTL,"Population, total",1970,285867424.0,
Latin America & Caribbean,LCN,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,6.92911005020142,
Middle East & North Africa,MEA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,125834.264997849,
Middle East & North Africa,MEA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,17.5451609688029,
Middle East & North Africa,MEA,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,401.398112489176,
Middle East & North Africa,MEA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,53.7341033599586,
Middle East & North Africa,MEA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,51.7688681346127,
Middle East & North Africa,MEA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,52.7325436234822,
Middle East & North Africa,MEA,SP.POP.TOTL,"Population, total",1970,138473057.0,
Middle East & North Africa,MEA,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,5.7541298866272,
North America,NAC,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1970,2.48336875759095,
North America,NAC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,2251523.332,
North America,NAC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1970,43.1206847334359,
North America,NAC,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,70.5027268886669,
North America,NAC,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,5129.09184396185,
North America,NAC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,74.8437111371468,
North America,NAC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,67.3124932970873,
North America,NAC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,70.9854796049968,
North America,NAC,SP.POP.TOTL,"Population, total",1970,226431000.0,
North America,NAC,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,47.3764610290527,
South Asia,SAS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,78469.963970132,
South Asia,SAS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,13.3481943719451,
South Asia,SAS,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,120.128791672938,
South Asia,SAS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,47.5454073702417,
South Asia,SAS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,48.5829927178511,
South Asia,SAS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,48.0701680135319,
South Asia,SAS,SP.POP.TOTL,"Population, total",1970,713711358.0,
South Asia,SAS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,4.29118,
Sub-Saharan Africa,SSF,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1970,65703.5469850242,
Sub-Saharan Africa,SSF,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1970,7.91308924817999,
Sub-Saharan Africa,SSF,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,232.049936346323,
Sub-Saharan Africa,SSF,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1970,45.9755513372234,
Sub-Saharan Africa,SSF,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1970,43.0865548708245,
Sub-Saharan Africa,SSF,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1970,44.5079860852767,
Sub-Saharan Africa,SSF,SP.POP.TOTL,"Population, total",1970,290526233.0,
Sub-Saharan Africa,SSF,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1970,1.42659997940063,
Africa Eastern and Southern,AFE,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,0.726261327659005,
Africa Eastern and Southern,AFE,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,59160.3986123184,
Africa Eastern and Southern,AFE,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,75.8957865285927,
Africa Eastern and Southern,AFE,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,19.3653165316532,
Africa Eastern and Southern,AFE,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,282.574925803775,
Africa Eastern and Southern,AFE,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,48.6961311438223,
Africa Eastern and Southern,AFE,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,45.5534148301621,
Africa Eastern and Southern,AFE,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,47.1028663204687,
Africa Eastern and Southern,AFE,SP.POP.TOTL,"Population, total",1971,175100167.0,
Africa Western and Central,AFW,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,1.08448090786791,
Africa Western and Central,AFW,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,20777.222,
Africa Western and Central,AFW,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,0.0,
Africa Western and Central,AFW,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,1.37772058965404,
Africa Western and Central,AFW,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,169.119083076668,
Africa Western and Central,AFW,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,43.1239530446135,
Africa Western and Central,AFW,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,40.5980767988135,
Africa Western and Central,AFW,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,41.8372135384403,
Africa Western and Central,AFW,SP.POP.TOTL,"Population, total",1971,123184308.0,
Arab World,ARB,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,1.39991937624746,
Arab World,ARB,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,95935.2475551541,
Arab World,ARB,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,1.16455944060836,
Arab World,ARB,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,398.208801670577,
Arab World,ARB,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,54.0667789435982,
Arab World,ARB,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,51.6134812121045,
Arab World,ARB,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,52.8229322847285,
Arab World,ARB,SP.POP.TOTL,"Population, total",1971,125164720.0,
Arab World,ARB,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,5.98206996917725,
Caribbean small states,CSS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,0.2331363421605,
Caribbean small states,CSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,18907.052,
Caribbean small states,CSS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,86.3916913946587,
Caribbean small states,CSS,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,811.131747023701,
Caribbean small states,CSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,67.8508794403359,
Caribbean small states,CSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,63.9335369410165,
Caribbean small states,CSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,65.8803894089968,
Caribbean small states,CSS,SP.POP.TOTL,"Population, total",1971,4953088.0,
Caribbean small states,CSS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,4.5405797958374,
Central Europe and the Baltics,CEB,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,0.419196671125141,
Central Europe and the Baltics,CEB,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,181004.732469142,
Central Europe and the Baltics,CEB,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,60.0363094598233,
Central Europe and the Baltics,CEB,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,72.7752108672018,
Central Europe and the Baltics,CEB,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,66.3677029871683,
Central Europe and the Baltics,CEB,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,69.4851657458499,
Central Europe and the Baltics,CEB,SP.POP.TOTL,"Population, total",1971,99635258.0,
Central Europe and the Baltics,CEB,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,12.8176803588867,
East Asia & Pacific,EAS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,1.94097135475717,
East Asia & Pacific,EAS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,948617.936538363,
East Asia & Pacific,EAS,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,28.6769476681751,
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,342.618255754218,
East Asia & Pacific,EAS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,62.7784106151433,
East Asia & Pacific,EAS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,58.6381314735818,
East Asia & Pacific,EAS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,60.656577202752,
East Asia & Pacific,EAS,SP.POP.TOTL,"Population, total",1971,1324084663.0,
East Asia & Pacific,EAS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,2.98597002029419,
Europe & Central Asia,ECS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,3.39658134634146,
Europe & Central Asia,ECS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,3120252.16734113,
Europe & Central Asia,ECS,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,26.7363279674967,
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,1546.69776911252,
Europe & Central Asia,ECS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,72.8303946686578,
Europe & Central Asia,ECS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,65.5769401350463,
Europe & Central Asia,ECS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,69.1055264216999,
Europe & Central Asia,ECS,SP.POP.TOTL,"Population, total",1971,743140589.0,
Europe & Central Asia,ECS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,24.7415199279785,
European Union,EUU,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,2.68137075336185,
European Union,EUU,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,42.6249806648419,
European Union,EUU,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,202.99872519115,
European Union,EUU,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,2113.3625655075,
European Union,EUU,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,74.1721918473875,
European Union,EUU,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,67.865252794457,
European Union,EUU,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,70.9388988454688,
European Union,EUU,SP.POP.TOTL,"Population, total",1971,388391948.0,
European Union,EUU,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,17.3126792907715,
Latin America & Caribbean,LCN,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,3.13464324615544,
Latin America & Caribbean,LCN,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,386392.714123617,
Latin America & Caribbean,LCN,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,3.17612512914649,
Latin America & Caribbean,LCN,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,30.7686792682432,
Latin America & Caribbean,LCN,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,667.263935870991,
Latin America & Caribbean,LCN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,63.3447152707033,
Latin America & Caribbean,LCN,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,58.5523551389703,
Latin America & Caribbean,LCN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,60.8811398495506,
Latin America & Caribbean,LCN,SP.POP.TOTL,"Population, total",1971,292913867.0,
Latin America & Caribbean,LCN,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,7.033860206604,
Middle East & North Africa,MEA,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,1.38788746865366,
Middle East & North Africa,MEA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,145816.703669895,
Middle East & North Africa,MEA,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,0.786133049756769,
Middle East & North Africa,MEA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,21.2530051742116,
Middle East & North Africa,MEA,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,462.251269225697,
Middle East & North Africa,MEA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,54.3544728910882,
Middle East & North Africa,MEA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,52.3926203243338,
Middle East & North Africa,MEA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,53.3571612326633,
Middle East & North Africa,MEA,SP.POP.TOTL,"Population, total",1971,142307871.0,
Middle East & North Africa,MEA,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,5.7619800567627,
North America,NAC,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,2.82365664710733,
North America,NAC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,2319762.535,
North America,NAC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,41.7798114472806,
North America,NAC,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,72.6558834271398,
North America,NAC,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,5504.81581843638,
North America,NAC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,75.1534391190777,
North America,NAC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,67.6138296729831,
North America,NAC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,71.2911398971171,
North America,NAC,SP.POP.TOTL,"Population, total",1971,229677632.0,
North America,NAC,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,47.3771591186523,
South Asia,SAS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,1.73449191258655,
South Asia,SAS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,82261.811,
South Asia,SAS,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,42.5998062417912,
South Asia,SAS,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,15.7156435190045,
South Asia,SAS,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,124.907441187365,
South Asia,SAS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,48.143558769189,
South Asia,SAS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1971,49.0961665274172,
South Asia,SAS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1971,48.6237782809716,
South Asia,SAS,SP.POP.TOTL,"Population, total",1971,730107660.0,
South Asia,SAS,SE.TER.ENRR,"School enrollment, tertiary (% gross)",1971,4.3287,
Sub-Saharan Africa,SSF,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1971,0.83458046405798,
Sub-Saharan Africa,SSF,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1971,79185.2874507103,
Sub-Saharan Africa,SSF,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1971,67.8829745049096,
Sub-Saharan Africa,SSF,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1971,9.10799084975995,
Sub-Saharan Africa,SSF,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,230.731043642863,
Sub-Saharan Africa,SSF,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1971,46.4026966314957,
